Subject,Vignette,Face,Experiment,StoryEmotion,FaceExpression,Congruency,RT
66,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,2302
67,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1196
69,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,747
70,21,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1308
71,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,2691
72,21,Fear 7 Male.JPG,1,Fear,Fear,Congruent,6088
1,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1741
2,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1555
5,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1363
6,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1422
8,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1502
9,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,995
10,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1067
11,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1188
12,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1278
13,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1521
14,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,2393
15,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1003
16,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1513
17,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1471
19,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,816
20,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1356
21,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1152
22,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1500
26,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1045
27,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1290
28,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,2475
29,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,3424
30,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1834
31,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,719
32,53,Happy 11 Female.JPG,2,Happy,Happy,Congruent,1330
34,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1612
36,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,2634
37,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1418
49,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1702
100,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1406
200,53,Sad 9 Female.JPG,2,Happy,Sad,Incongruent,1936
39,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1949
42,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,2200
44,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1743
45,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1076
46,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1783
47,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,3371
48,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1238
50,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,3991
51,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,2137
52,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1090
53,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,3672
54,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1541
55,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,985
56,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,2056
57,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,2407
58,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1610
59,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,654
60,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1042
61,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1046
62,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,2446
63,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1198
64,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1517
65,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1020
66,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1829
67,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,1994
69,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,825
70,22,Fear 7 Male.JPG,1,Fear,Fear,Congruent,1050
71,22,Anger 7 Male.JPG,1,Fear,Anger,Incongruent,2310
1,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,2185
2,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1426
6,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,3534
8,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1268
9,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,930
10,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1254
11,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1475
12,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,621
13,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1840
14,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,2327
15,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,759
16,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1295
17,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1457
18,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,956
19,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,4201
21,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1084
22,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1161
26,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1439
27,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,929
28,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1007
29,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,4153
30,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1069
31,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,981
32,54,Happy 12 Female.JPG,2,Sad,Happy,Incongruent,1580
34,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,942
37,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,983
49,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1466
100,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1041
200,54,Sad 10 Female.JPG,2,Sad,Sad,Congruent,1794
38,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,2429
39,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1818
40,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1467
42,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,2586
44,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1706
45,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,4272
46,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1621
47,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1568
48,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1679
51,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,2506
52,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,937
53,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,3408
54,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1679
55,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,4906
56,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1329
57,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,3778
58,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1299
59,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1240
61,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1297
62,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,3467
63,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1120
64,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1436
65,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1369
66,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1373
67,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,2120
68,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1375
69,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,948
70,23,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,876
71,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,6088
72,23,Fear 8 Male.JPG,1,Fear,Fear,Congruent,3680
1,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1870
2,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1223
5,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1384
6,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1387
8,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1627
9,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1030
10,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1714
11,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,800
12,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,952
13,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1575
14,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,2159
16,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1544
17,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1419
18,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1085
19,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,920
20,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1497
21,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1103
26,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1266
27,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1169
28,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1772
29,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,2608
30,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,1871
31,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,843
32,55,Sad 11 Male.JPG,2,Sad,Sad,Congruent,2142
34,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1526
36,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1912
100,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,1666
200,55,Happy 9 Male.JPG,2,Sad,Happy,Incongruent,2602
39,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,2149
40,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1909
42,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,2013
45,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1101
46,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1538
48,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1562
50,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,5516
52,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,947
53,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,7045
54,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,2477
55,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1748
56,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1330
58,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,2271
59,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1405
60,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,759
61,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1253
62,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,2033
63,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1541
65,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1655
66,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1821
67,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1272
68,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1006
69,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,1158
70,24,Fear 8 Male.JPG,1,Fear,Fear,Congruent,1618
71,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,2288
72,24,Anger 8 Male.JPG,1,Fear,Anger,Incongruent,9479
1,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1772
6,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,2296
8,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,1326
9,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,907
10,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1210
11,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,1187
12,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,1366
13,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,5198
14,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,1748
15,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,739
16,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1172
17,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1250
18,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1957
19,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1097
21,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,808
26,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,579
27,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,1215
28,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,1440
29,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,2906
30,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1704
31,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,993
32,56,Sad 12 Male.JPG,2,Happy,Sad,Incongruent,1470
34,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,662
36,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,1419
37,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,961
100,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,973
200,56,Happy 10 Male.JPG,2,Happy,Happy,Congruent,2017
38,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,2938
39,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,4421
40,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1841
42,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,3543
44,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1411
45,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,5116
46,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1533
47,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2416
48,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1706
51,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2325
53,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2613
55,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,969
56,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1467
57,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,2094
58,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1460
59,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1154
60,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,499
61,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1229
62,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,2955
63,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,914
64,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1538
65,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1146
66,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1505
67,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1188
68,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1013
69,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,951
70,25,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,929
71,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2477
72,25,Fear 5 Female.JPG,1,Fear,Fear,Congruent,4764
1,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1304
2,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1277
5,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,984
6,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1320
8,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1330
9,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,975
10,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1053
11,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,2811
12,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1404
13,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1326
14,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,2661
15,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,988
16,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1602
17,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1163
19,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,928
20,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1195
21,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1041
22,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,2419
26,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1478
27,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1301
28,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1041
29,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1495
30,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1968
31,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,893
32,57,Happy 13 Male.JPG,2,Happy,Happy,Congruent,1374
34,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1259
36,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,2371
37,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1166
49,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,2381
100,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,1256
200,57,Sad 15 Male.JPG,2,Happy,Sad,Incongruent,2089
38,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2697
39,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2380
40,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1580
42,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1676
44,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,2961
45,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2098
46,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1903
48,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,3154
50,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,3125
51,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,9479
52,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1529
53,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,3055
54,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2337
55,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1774
56,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1463
58,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2563
59,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1387
60,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,363
61,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,1277
62,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,3088
63,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,973
64,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1964
65,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1894
66,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1638
67,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,2341
68,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,1385
70,26,Fear 5 Female.JPG,1,Fear,Fear,Congruent,2188
71,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,2120
72,26,Anger 5 Female.JPG,1,Fear,Anger,Incongruent,3456
1,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1310
2,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1889
5,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1511
8,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,2363
9,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1032
11,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,813
13,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1757
14,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1828
15,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,773
16,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,806
17,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1436
18,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1060
19,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1686
20,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,2191
21,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,740
22,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1052
27,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1170
28,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1205
29,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,2596
31,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,657
32,58,Happy 14 Male.JPG,2,Sad,Happy,Incongruent,1217
34,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,687
36,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1938
37,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1118
49,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1098
100,58,Sad 16 Male.JPG,2,Sad,Sad,Congruent,1108
38,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,5564
39,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,5826
40,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1172
44,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1403
47,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,2229
48,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,7913
51,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,2056
52,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1272
53,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,2160
55,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1017
56,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1494
57,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,6568
58,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,2320
59,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,764
60,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,658
62,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,7079
63,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1037
64,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1032
65,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1404
66,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1706
67,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1488
68,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1230
69,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1078
70,27,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1968
71,27,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1567
1,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1237
2,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1887
5,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,993
6,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1764
8,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,1797
9,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,912
10,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1484
11,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,1009
12,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,846
13,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,2669
14,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,1346
15,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,849
16,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,3116
17,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1184
18,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1651
19,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,875
20,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1088
21,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,977
22,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,1321
26,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,879
27,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,848
28,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,1220
29,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1454
30,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,2053
31,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,801
32,59,Sad 13 Female.JPG,2,Sad,Sad,Congruent,1386
36,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,3184
49,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,2149
100,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,1287
200,59,Happy 15 Female.JPG,2,Sad,Happy,Incongruent,1893
38,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,3413
39,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1983
40,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,2247
42,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1735
44,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,3150
45,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1833
48,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,2010
50,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,6088
52,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1128
53,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,6904
54,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1676
55,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1358
56,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1547
57,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,3276
58,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,6088
59,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1157
61,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,1183
62,28,Fear 6 Female.JPG,1,Fear,Fear,Congruent,2369
64,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,2938
66,28,Anger 6 Female.JPG,1,Fear,Anger,Incongruent,1369
