Subject,ExperimentName,Trials,KDEFfaces,Arousal,StoryEmotion,FaceExpression,Stats,RT,,
59,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,772.00,,
60,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,617.00,,
61,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1086.00,,
62,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1594.00,,
64,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2489.00,,
65,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1151.00,,
66,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1482.00,,
67,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1571.00,,
68,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1051.00,,
69,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,882.00,,
70,SS Study 2 ExpB,18,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,1036.00,,
71,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,2138.00,,
72,SS Study 2 ExpA,17,Fear 5 Male.JPG,4.62,Fear,Fear,Total Slide1.RT,4507.00,,
38,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,3413.00,,
39,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1983.00,,
40,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1172.00,,
42,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1735.00,,
44,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1403.00,,
45,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1833.00,,
47,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,2229.00,,
48,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,2010.00,,
50,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,6088.00,,
51,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,2056.00,,
52,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1128.00,,
53,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,2160.00,,
54,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1676.00,,
55,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1358.00,,
56,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1494.00,,
57,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,3276.00,,
58,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,6088.00,,
59,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,764.00,,
61,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1183.00,,
62,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,2369.00,,
63,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1037.00,,
64,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1032.00,,
65,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1404.00,,
66,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1706.00,,
67,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1488.00,,
68,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1230.00,,
69,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1078.00,,
70,SS Study 2 ExpB,28,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1433.00,,
71,SS Study 2 ExpA,27,Fear 6 Female.JPG,3.67,Fear,Fear,Total Slide1.RT,1567.00,,
38,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,3368.00,,
39,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,3282.00,,
40,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1785.00,,
42,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2011.00,,
44,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2210.00,,
45,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,3399.00,,
46,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2920.00,,
47,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1820.00,,
48,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,3652.00,,
50,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,3371.00,,
51,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1566.00,,
52,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1555.00,,
53,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2680.00,,
54,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2044.00,,
55,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1672.00,,
56,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,991.00,,
57,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,3258.00,,
58,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2665.00,,
59,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1094.00,,
60,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,589.00,,
62,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,3379.00,,
63,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1120.00,,
64,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1384.00,,
66,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1403.00,,
67,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1445.00,,
68,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,840.00,,
69,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,1030.00,,
70,SS Study 2 ExpB,20,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2055.00,,
71,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,2871.00,,
72,SS Study 2 ExpA,19,Fear 6 Male.JPG,3.88,Fear,Fear,Total Slide1.RT,6088.00,,
38,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,5467.00,,
39,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,2279.00,,
42,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,2200.00,,
44,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1594.00,,
45,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,2521.00,,
46,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,3652.00,,
47,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1799.00,,
48,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,976.00,,
50,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,3833.00,,
51,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1552.00,,
53,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,2300.00,,
55,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1637.00,,
56,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1229.00,,
57,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,4277.00,,
58,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1510.00,,
59,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1062.00,,
60,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,550.00,,
63,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,933.00,,
64,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1197.00,,
65,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1037.00,,
67,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1385.00,,
68,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1272.00,,
69,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,897.00,,
70,SS Study 2 ExpB,30,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1342.00,,
71,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,2956.00,,
72,SS Study 2 ExpA,29,Fear 7 Female.JPG,3.53,Fear,Fear,Total Slide1.RT,1953.00,,
39,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1949.00,,
40,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1735.00,,
42,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,2200.00,,
44,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1293.00,,
45,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1076.00,,
46,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1783.00,,
47,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1669.00,,
48,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1238.00,,
50,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,3991.00,,
51,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1129.00,,
52,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1090.00,,
53,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,2372.00,,
54,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1541.00,,
55,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,985.00,,
56,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1321.00,,
57,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,2407.00,,
58,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1610.00,,
59,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,806.00,,
60,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1042.00,,
61,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1046.00,,
62,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,2446.00,,
63,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1186.00,,
64,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1166.00,,
65,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1280.00,,
66,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,2302.00,,
67,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1196.00,,
69,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,747.00,,
70,SS Study 2 ExpB,22,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,1050.00,,
71,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,2691.00,,
72,SS Study 2 ExpA,21,Fear 7 Male.JPG,3.89,Fear,Fear,Total Slide1.RT,6088.00,,
38,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,4428.00,,
39,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,3110.00,,
40,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1185.00,,
42,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,4801.00,,
44,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1162.00,,
45,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,2884.00,,
46,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1852.00,,
47,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1947.00,,
48,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,2152.00,,
50,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,3147.00,,
51,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1742.00,,
52,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1875.00,,
53,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,4226.00,,
54,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1865.00,,
55,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1728.00,,
56,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1222.00,,
57,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,2817.00,,
58,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,4755.00,,
59,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,904.00,,
60,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,933.00,,
61,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1110.00,,
62,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,2453.00,,
63,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1024.00,,
64,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1590.00,,
65,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1277.00,,
66,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1698.00,,
67,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1446.00,,
68,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1131.00,,
69,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1167.00,,
70,SS Study 2 ExpB,32,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,1997.00,,
71,SS Study 2 ExpA,31,Fear 8 Female.JPG,3.88,Fear,Fear,Total Slide1.RT,5690.00,,
39,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,2149.00,,
40,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1467.00,,
42,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,2013.00,,
44,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1706.00,,
45,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1101.00,,
46,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1538.00,,
47,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1568.00,,
48,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1562.00,,
50,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,5516.00,,
51,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,2506.00,,
52,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,947.00,,
53,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,3408.00,,
54,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,2477.00,,
55,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1748.00,,
56,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1329.00,,
58,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,2271.00,,
59,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1240.00,,
60,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,759.00,,
61,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1253.00,,
62,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,2033.00,,
63,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1120.00,,
64,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1436.00,,
65,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1369.00,,
66,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1373.00,,
67,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,2120.00,,
68,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1375.00,,
69,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,948.00,,
70,SS Study 2 ExpB,24,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,1618.00,,
71,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,6088.00,,
72,SS Study 2 ExpA,23,Fear 8 Male.JPG,3.3,Fear,Fear,Total Slide1.RT,3680.00,,
